book	chapter	verse	title	body
Psalms	8	1	Psalms 8:1	 〔 大 衛 的 詩 、 交 與 伶 長 、 用 迦 特 樂 器 。 〕 耶 和 華 我 們 的 主 阿 、 你 的 名 在 全 地 何 其 美 ． 你 將 你 的 榮 耀 彰 顯 於 天 。 
Psalms	8	2	Psalms 8:2	 你 因 敵 人 的 緣 故 、 從 嬰 孩 和 喫 奶 的 口 中 、 建 立 了 能 力 、 使 仇 敵 和 報 仇 的 、 閉 口 無 言 。 
Psalms	8	3	Psalms 8:3	 我 觀 看 你 指 頭 所 造 的 天 、 並 你 所 陳 設 的 月 亮 星 宿 、 
Psalms	8	4	Psalms 8:4	 便 說 、 人 算 甚 麼 、 你 竟 顧 念 他 ． 世 人 算 甚 麼 、 你 竟 眷 顧 他 。 
Psalms	8	5	Psalms 8:5	 你 叫 他 比 天 使 〔 或 作 　 神 〕 微 小 一 點 、 並 賜 他 榮 耀 尊 貴 為 冠 冕 。 
Psalms	8	6	Psalms 8:6	 你 派 他 管 理 你 手 所 造 的 、 使 萬 物 、 就 是 一 切 的 牛 羊 、 田 野 的 獸 、 空 中 的 鳥 、 海 裡 的 魚 、 凡 經 行 海 道 的 、 都 服 在 他 的 腳 下 。 
Psalms	8	7	Psalms 8:7	 見 上 節 
Psalms	8	8	Psalms 8:8	 見 上 節 
Psalms	8	9	Psalms 8:9	 耶 和 華 我 們 的 主 阿 、 你 的 名 在 全 地 何 其 美 。 
