book	chapter	verse	title	body
Psalms	24	1	Psalms 24:1	 〔 大 衛 的 詩 。 〕 地 和 其 中 所 充 滿 的 、 世 界 、 和 住 在 其 間 的 、 都 屬 耶 和 華 。 
Psalms	24	2	Psalms 24:2	 他 把 地 建 立 在 海 上 、 安 定 在 大 水 之 上 。 
Psalms	24	3	Psalms 24:3	 誰 能 登 耶 和 華 的 山 ． 誰 能 站 在 他 的 聖 所 ． 
Psalms	24	4	Psalms 24:4	 就 是 手 潔 心 清 、 不 向 虛 妄 、 起 誓 不 懷 詭 詐 的 人 。 
Psalms	24	5	Psalms 24:5	 他 必 蒙 耶 和 華 賜 福 、 又 蒙 救 他 的 　 神 使 他 成 義 。 
Psalms	24	6	Psalms 24:6	 這 是 尋 求 耶 和 華 的 族 類 、 是 尋 求 你 面 的 雅 各 。 〔 細 拉 〕 
Psalms	24	7	Psalms 24:7	 眾 城 門 哪 、 你 們 要 抬 起 頭 來 ． 永 久 的 門 戶 、 你 們 要 被 舉 起 ． 那 榮 耀 的 王 將 要 進 來 。 
Psalms	24	8	Psalms 24:8	 榮 耀 的 王 是 誰 呢 ． 就 是 有 力 有 能 的 耶 和 華 、 在 戰 場 上 有 能 的 耶 和 華 。 
Psalms	24	9	Psalms 24:9	 眾 城 門 哪 、 你 們 要 抬 起 頭 來 ． 永 久 的 門 戶 、 你 們 要 把 頭 抬 起 ． 那 榮 耀 的 王 將 要 進 來 。 
Psalms	24	10	Psalms 24:10	 榮 耀 的 王 是 誰 呢 ． 萬 軍 之 耶 和 華 、 他 是 榮 耀 的 王 。 〔 細 拉 〕 
